5124,7,Asul,183.77
2986,5,Abi,175.17
1208,2,Ibnu,120.75
894,1,Dzakir,90.25
500,1,Fatimah,110.50
403,1,Rizky,98.30
400,1,Varian,99.99
116,1,Hittam,7.99
110,1,TeladanStore,2.98
104,1,HORAHOTEDA,2.99
